batch	sample_id	intensity	lipidName	LipidIon	Class	CalcMz	qc_grade	qc_sn	qc_rt	qc_height	is_qc
batch1	HO_5	23202156.46	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	1.8921946054384609	NA	NA	FALSE
batch1	QC_1	12366870.04	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	3.084991372745713	NA	NA	TRUE
batch1	WT_4	17669236.28	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.8591462038010325	NA	NA	FALSE
batch1	WT_3	22362605.47	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.011907108	NA	NA	FALSE
batch1	WT_2	17238886.9	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.7738196996920953	NA	NA	FALSE
batch1	WT_1	15389137.01	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	8.871684733184523	NA	NA	FALSE
batch1	HO_8	19044223.9	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.21511855289065945	NA	NA	FALSE
batch1	HO_7	11915769.56	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	0.44025085102889006	NA	NA	FALSE
batch1	HO_6	31787118.08	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	NA	6.492592554275927	NA	NA	FALSE
batch1	HO_5	15392269.68	PE(18:2_20:4)-H	PE(18:2_20:4)-H	PE	762.5079305	A	-0.031015577	NA	NA	FALSE
batch1	QC_1	300539418.4	PE(18:3e_20:4)-H	PE(18:3e_20:4)-H	PE	746.5130155	A	20.759352317500458	NA	NA	TRUE
